DayOfWeek,drug_usage,PatientCount,isHoliday,Date,emergency_cases
1,9722,772,0,2014-05-09,8
1,9043,814,0,2014-05-10,59
1,12907,807,0,2014-05-11,40
1,4243,524,0,2014-05-12,27
1,13614,1305,0,2014-05-13,15
1,21319,1866,0,2014-05-14,5
1,4598,552,0,2014-05-15,53
1,10308,775,0,2014-05-16,11
1,12827,1030,0,2014-05-17,36
1,10410,804,0,2014-05-18,47
1,8370,652,0,2014-05-19,13
1,3586,559,0,2014-05-20,9
1,6702,568,0,2014-05-21,45
1,11498,843,0,2014-05-22,6
1,7509,589,0,2014-05-23,37
1,10994,1059,0,2014-05-24,11
1,11902,946,0,2014-05-25,16
1,6566,546,0,2014-05-26,10
1,9501,810,0,2014-05-27,24
1,10010,651,0,2014-05-28,51
1,8502,586,0,2014-05-29,38
1,7206,509,0,2014-05-30,14
1,9365,705,0,2014-05-31,50
1,10929,719,0,2014-06-01,48
1,12352,1076,0,2014-06-02,51
1,10838,763,0,2014-06-03,30
1,14060,993,0,2014-06-04,21
1,7060,535,0,2014-06-05,30
1,5779,830,0,2014-06-06,18
1,9062,946,0,2014-06-07,27
1,7875,812,0,2014-06-08,42
1,12034,826,0,2014-06-09,17
1,8201,712,0,2014-06-10,29
1,5378,672,0,2014-06-11,47
1,23932,3113,0,2014-06-12,20
1,7927,693,0,2014-06-13,34
1,7834,630,0,2014-06-14,26
1,16327,1254,0,2014-06-15,48
1,8705,965,0,2014-06-16,28
1,12506,851,0,2014-06-17,33
1,8013,658,0,2014-06-18,18
1,9197,957,0,2014-06-19,51
1,7294,731,0,2014-06-20,41
1,10925,867,0,2014-06-21,22
1,17547,2077,0,2014-06-22,46
1,8056,752,0,2014-06-23,55
1,7884,899,0,2014-06-24,50
1,9525,660,0,2014-06-25,31
1,17912,1987,0,2014-06-26,21
1,10386,713,0,2014-06-27,40
1,8062,591,0,2014-06-28,8
1,7743,744,0,2014-06-29,57
1,7010,720,0,2014-06-30,36
1,9101,871,0,2014-07-01,35
1,4775,509,0,2014-07-02,41
1,11997,1044,0,2014-07-03,48
1,6035,656,0,2014-07-04,7
1,8479,1045,0,2014-07-05,28
1,3416,431,0,2014-07-06,32
1,27881,1493,0,2014-07-07,16
1,11216,1172,0,2014-07-08,22
1,6260,544,0,2014-07-09,40
1,6557,414,0,2014-07-10,52
1,11843,909,0,2014-07-11,35
1,9025,1011,0,2014-07-12,51
1,10503,1000,0,2014-07-13,56
1,11913,1070,0,2014-07-14,45
1,9460,772,0,2014-07-15,45
1,7256,534,0,2014-07-16,39
1,6144,634,0,2014-07-17,28
1,14024,1308,0,2014-07-18,11
1,8820,717,0,2014-07-19,42
1,8965,783,0,2014-07-20,14
1,9233,1090,0,2014-07-21,44
1,12580,1220,0,2014-07-22,45
1,7496,555,0,2014-07-23,21
1,10373,942,0,2014-07-24,19
1,8398,899,0,2014-07-25,30
1,5069,613,0,2014-07-26,34
1,10719,1134,0,2014-07-27,28
1,12344,1234,0,2014-07-28,30
1,6099,742,0,2014-07-29,20
1,9362,716,0,2014-07-30,35
1,9848,568,0,2014-07-31,14
1,8276,670,0,2014-08-01,42
1,13563,807,0,2014-08-02,28
1,9366,1131,0,2014-08-03,33
1,8199,948,0,2014-08-04,19
1,10266,645,0,2014-08-05,52
1,9635,767,0,2014-08-06,17
1,4568,484,0,2014-08-07,7
1,5955,594,0,2014-08-08,7
1,6707,525,0,2014-08-09,15
1,0,0,0,2014-08-10,27
1,8545,1007,0,2014-08-11,57
1,11959,958,0,2014-08-12,22
1,5884,427,0,2014-08-13,45
1,11567,988,0,2014-08-14,35
1,5466,637,0,2014-08-15,10
1,7578,871,0,2014-08-16,40
1,5753,544,0,2014-08-17,15
1,9445,776,0,2014-08-18,34
1,6417,813,0,2014-08-19,34
1,8826,647,0,2014-08-20,59
1,10100,729,0,2014-08-21,9
1,12303,910,0,2014-08-22,33
1,6045,528,0,2014-08-23,14
1,9349,615,0,2014-08-24,25
1,9040,1070,0,2014-08-25,33
1,10540,912,0,2014-08-26,11
1,7843,878,0,2014-08-27,6
1,12137,1127,0,2014-08-28,31
1,15392,1158,0,2014-08-29,37
1,8958,1211,0,2014-08-30,8
1,3953,396,0,2014-08-31,29
1,10350,925,0,2014-09-01,51
1,8230,704,0,2014-09-02,42
1,9058,725,0,2014-09-03,34
1,9940,728,0,2014-09-04,59
1,4802,616,0,2014-09-05,55
1,15839,1012,0,2014-09-06,26
1,7764,577,0,2014-09-07,8
1,7830,1070,0,2014-09-08,22
1,13997,1397,0,2014-09-09,34
1,6843,775,0,2014-09-10,40
1,6639,461,0,2014-09-11,37
1,15236,1273,0,2014-09-12,26
1,8961,725,0,2014-09-13,9
1,13059,973,0,2014-09-14,52
1,7184,821,0,2014-09-15,44
1,12754,1397,0,2014-09-16,46
1,11451,1130,0,2014-09-17,51
1,8317,566,0,2014-09-18,26
1,6507,759,0,2014-09-19,47
1,8820,811,0,2014-09-20,55
1,6641,590,0,2014-09-21,57
1,8691,882,0,2014-09-22,29
1,8533,678,0,2014-09-23,39
1,9457,988,0,2014-09-24,48
1,9659,818,0,2014-09-25,31
1,6143,734,0,2014-09-26,49
1,6431,496,0,2014-09-27,10
1,9234,1407,0,2014-09-28,47
1,12105,746,0,2014-09-29,7
1,8279,945,0,2014-09-30,28
1,13135,891,0,2014-10-01,42
1,7199,738,0,2014-10-02,55
1,7543,1078,0,2014-10-03,10
1,7024,686,0,2014-10-04,50
1,9998,843,0,2014-10-05,48
1,10517,1050,0,2014-10-06,8
1,7858,661,0,2014-10-07,35
1,7899,679,0,2014-10-08,46
1,9213,967,0,2014-10-09,24
1,10628,731,0,2014-10-10,11
1,13479,1163,0,2014-10-11,44
1,8074,689,0,2014-10-12,51
1,10474,936,0,2014-10-13,33
1,7935,710,0,2014-10-14,26
1,9841,578,0,2014-10-15,5
1,8435,666,0,2014-10-16,39
1,10017,1426,0,2014-10-17,59
1,5050,505,0,2014-10-18,53
1,6013,635,0,2014-10-19,51
1,9928,1211,0,2014-10-20,12
1,8186,1976,0,2014-10-21,51
1,8695,620,0,2014-10-22,11
1,9484,753,0,2014-10-23,18
1,10516,823,0,2014-10-24,48
1,6989,550,0,2014-10-25,39
1,7398,596,0,2014-10-26,19
1,8380,889,0,2014-10-27,44
1,7599,546,0,2014-10-28,9
1,3790,472,0,2014-10-29,52
1,12857,1122,0,2014-10-30,18
1,4449,526,0,2014-10-31,25
1,9417,871,0,2014-11-01,11
1,11132,763,0,2014-11-02,52
1,8129,723,0,2014-11-03,24
1,9092,1015,0,2014-11-04,29
1,18785,1386,0,2014-11-05,24
1,12484,1537,0,2014-11-06,19
1,11049,957,0,2014-11-07,40
1,6147,651,0,2014-11-08,59
1,9397,833,0,2014-11-09,8
1,9661,986,0,2014-11-10,36
1,5483,779,0,2014-11-11,19
1,3366,366,0,2014-11-12,47
1,14510,1339,0,2014-11-13,48
1,5998,534,0,2014-11-14,44
1,9471,922,0,2014-11-15,34
1,15759,1840,0,2014-11-16,41
1,9466,720,0,2014-11-17,27
1,9476,837,0,2014-11-18,21
1,8002,679,0,2014-11-19,52
1,9538,1136,0,2014-11-20,48
1,9924,824,0,2014-11-21,31
1,9041,605,0,2014-11-22,47
1,10181,910,0,2014-11-23,44
1,13856,1015,0,2014-11-24,21
1,12096,1291,0,2014-11-25,32
1,10770,956,0,2014-11-26,21
1,12118,998,0,2014-11-27,14
1,5679,661,0,2014-11-28,54
1,8000,926,0,2014-11-29,42
1,6011,812,0,2014-11-30,17
1,7771,746,0,2014-12-01,58
1,9382,703,0,2014-12-02,11
1,7094,580,0,2014-12-03,45
1,6459,725,0,2014-12-04,14
1,11780,949,0,2014-12-05,27
1,8427,656,0,2014-12-06,29
1,12969,958,0,2014-12-07,23
1,12044,995,0,2014-12-08,41
1,8516,603,0,2014-12-09,42
1,6062,593,0,2014-12-10,34
1,14506,854,0,2014-12-11,39
1,8951,742,0,2014-12-12,37
1,8806,821,0,2014-12-13,52
1,8528,837,0,2014-12-14,11
1,11152,870,0,2014-12-15,29
1,9272,624,0,2014-12-16,55
1,6842,874,0,2014-12-17,16
1,10155,1166,0,2014-12-18,10
1,10270,941,0,2014-12-19,57
1,7925,859,0,2014-12-20,43
1,6928,571,0,2014-12-21,54
1,13968,1032,0,2014-12-22,31
1,10066,902,0,2014-12-23,46
1,7646,582,0,2014-12-24,19
1,5896,523,0,2014-12-25,54
1,15678,1367,0,2014-12-26,53
1,9246,634,0,2014-12-27,36
1,8809,677,0,2014-12-28,41
1,7797,1022,0,2014-12-29,10
1,15418,1543,0,2014-12-30,25
1,14839,976,0,2014-12-31,21
1,10029,1060,0,2015-01-01,47
1,11057,1177,0,2015-01-02,49
1,10117,937,0,2015-01-03,42
1,8230,701,0,2015-01-04,25
1,7644,811,0,2015-01-05,43
1,8643,924,0,2015-01-06,16
1,13310,1324,0,2015-01-07,44
1,20849,2170,0,2015-01-08,36
1,7864,665,0,2015-01-09,13
1,6320,794,0,2015-01-10,14
1,5491,421,0,2015-01-11,5
1,7546,561,0,2015-01-12,17
1,12936,1118,0,2015-01-13,40
1,19537,1542,0,2015-01-14,10
1,9989,815,0,2015-01-15,51
1,7862,732,0,2015-01-16,56
1,6492,560,0,2015-01-17,17
1,7651,821,0,2015-01-18,46
1,7713,595,0,2015-01-19,29
1,9221,999,0,2015-01-20,40
1,12139,947,0,2015-01-21,9
1,7409,757,0,2015-01-22,14
1,4694,559,0,2015-01-23,44
1,11369,1321,0,2015-01-24,25
1,9928,1106,0,2015-01-25,50
1,14919,1629,0,2015-01-26,56
1,13815,930,0,2015-01-27,19
1,6644,626,0,2015-01-28,6
1,11907,741,0,2015-01-29,23
1,4927,743,0,2015-01-30,41
1,10546,632,0,2015-01-31,51
1,10877,1248,0,2015-02-01,7
1,9467,839,0,2015-02-02,45
1,11119,1122,0,2015-02-03,59
1,9209,696,0,2015-02-04,19
1,9830,1113,0,2015-02-05,59
1,6889,533,0,2015-02-06,35
1,7712,641,0,2015-02-07,28
1,10313,791,0,2015-02-08,29
1,11883,1295,0,2015-02-09,51
1,9032,855,0,2015-02-10,48
1,11943,749,0,2015-02-11,51
1,9295,719,0,2015-02-12,32
1,6337,641,0,2015-02-13,5
1,11554,1130,0,2015-02-14,43
1,5888,602,0,2015-02-15,34
1,11200,1076,0,2015-02-16,29
1,8716,644,0,2015-02-17,21
1,7770,442,0,2015-02-18,9
1,9344,906,0,2015-02-19,34
1,11410,1126,0,2015-02-20,23
1,7963,786,0,2015-02-21,17
1,9148,712,0,2015-02-22,44
1,7624,856,0,2015-02-23,30
1,8305,759,0,2015-02-24,26
1,12741,1080,0,2015-02-25,21
1,4487,591,0,2015-02-26,22
1,6517,601,0,2015-02-27,47
1,13174,808,0,2015-02-28,11
1,13256,851,0,2015-03-01,41
1,13146,1011,0,2015-03-02,38
1,8745,1127,0,2015-03-03,36
1,9825,1216,0,2015-03-04,52
1,7282,417,0,2015-03-05,47
1,6973,847,0,2015-03-06,44
1,9787,887,0,2015-03-07,22
1,10688,941,0,2015-03-08,15
1,9069,735,0,2015-03-09,25
1,6984,547,0,2015-03-10,36
1,13909,1107,0,2015-03-11,58
1,8864,919,0,2015-03-12,55
1,12928,910,0,2015-03-13,31
1,15749,1405,0,2015-03-14,31
1,11855,1043,0,2015-03-15,44
1,6580,410,0,2015-03-16,49
1,6389,736,0,2015-03-17,16
1,8203,693,0,2015-03-18,22
1,10874,2357,0,2015-03-19,27
1,7317,870,0,2015-03-20,24
1,12963,1397,0,2015-03-21,20
1,7498,705,0,2015-03-22,36
1,14995,1204,0,2015-03-23,35
1,9328,819,0,2015-03-24,49
1,9026,559,0,2015-03-25,26
1,7853,542,0,2015-03-26,21
1,7260,647,0,2015-03-27,17
1,7042,650,0,2015-03-28,41
1,11221,852,0,2015-03-29,25
1,10717,818,0,2015-03-30,59
1,8082,622,0,2015-03-31,13
1,6761,644,0,2015-04-01,8
1,7742,515,0,2015-04-02,8
1,14383,946,0,2015-04-03,58
1,7582,684,0,2015-04-04,43
1,26720,3468,0,2015-04-05,11
1,10712,608,0,2015-04-06,28
7,0,0,0,2015-04-07,39
7,0,0,0,2015-04-08,51
7,0,0,0,2015-04-09,44
7,0,0,0,2015-04-10,58
7,0,0,0,2015-04-11,45
7,0,0,0,2015-04-12,23
7,0,0,0,2015-04-13,37
7,0,0,0,2015-04-14,58
7,0,0,0,2015-04-15,9
7,0,0,0,2015-04-16,47
7,0,0,0,2015-04-17,5
7,0,0,0,2015-04-18,48
7,0,0,0,2015-04-19,22
7,0,0,0,2015-04-20,12
7,0,0,0,2015-04-21,40
7,0,0,0,2015-04-22,54
7,0,0,0,2015-04-23,39
7,0,0,0,2015-04-24,59
7,0,0,0,2015-04-25,27
7,0,0,0,2015-04-26,11
7,0,0,0,2015-04-27,8
7,0,0,0,2015-04-28,42
7,0,0,0,2015-04-29,39
7,0,0,0,2015-04-30,6
7,0,0,0,2015-05-01,30
7,0,0,0,2015-05-02,54
7,0,0,0,2015-05-03,15
7,0,0,0,2015-05-04,55
7,0,0,0,2015-05-05,46
7,0,0,0,2015-05-06,17
7,0,0,0,2015-05-07,7
7,0,0,0,2015-05-08,29
7,0,0,0,2015-05-09,5
7,0,0,0,2015-05-10,23
7,0,0,0,2015-05-11,12
7,0,0,0,2015-05-12,20
7,0,0,0,2015-05-13,19
7,0,0,0,2015-05-14,38
7,0,0,0,2015-05-15,10
7,0,0,0,2015-05-16,57
7,0,0,0,2015-05-17,40
7,0,0,0,2015-05-18,23
7,0,0,0,2015-05-19,31
7,0,0,0,2015-05-20,13
7,0,0,0,2015-05-21,35
7,0,0,0,2015-05-22,45
7,0,0,0,2015-05-23,15
7,0,0,0,2015-05-24,38
7,0,0,0,2015-05-25,46
7,0,0,0,2015-05-26,33
7,0,0,0,2015-05-27,30
7,0,0,0,2015-05-28,32
7,0,0,0,2015-05-29,42
7,0,0,0,2015-05-30,5
7,0,0,0,2015-05-31,33
7,0,0,0,2015-06-01,56
7,0,0,0,2015-06-02,41
7,0,0,0,2015-06-03,14
7,0,0,0,2015-06-04,59
7,0,0,0,2015-06-05,34
7,0,0,0,2015-06-06,34
7,0,0,0,2015-06-07,42
7,0,0,0,2015-06-08,41
7,0,0,0,2015-06-09,6
7,0,0,0,2015-06-10,54
7,0,0,0,2015-06-11,37
7,0,0,0,2015-06-12,41
7,0,0,0,2015-06-13,48
7,0,0,0,2015-06-14,29
7,0,0,0,2015-06-15,6
7,0,0,0,2015-06-16,28
7,0,0,0,2015-06-17,52
7,0,0,0,2015-06-18,57
7,0,0,0,2015-06-19,34
7,0,0,0,2015-06-20,54
7,0,0,0,2015-06-21,58
7,0,0,0,2015-06-22,46
7,0,0,0,2015-06-23,29
7,0,0,0,2015-06-24,13
7,0,0,0,2015-06-25,45
7,0,0,0,2015-06-26,14
7,0,0,0,2015-06-27,50
7,0,0,0,2015-06-28,25
7,0,0,0,2015-06-29,44
7,11421,1606,0,2015-06-30,53
7,0,0,0,2015-07-01,15
7,0,0,0,2015-07-02,50
7,0,0,0,2015-07-03,8
7,0,0,0,2015-07-04,58
7,0,0,0,2015-07-05,30
7,0,0,0,2015-07-06,35
7,0,0,0,2015-07-07,38
7,0,0,0,2015-07-08,35
7,0,0,0,2015-07-09,48
7,0,0,0,2015-07-10,49
7,0,0,0,2015-07-11,51
7,0,0,0,2015-07-12,38
7,0,0,0,2015-07-13,52
7,0,0,0,2015-07-14,22
7,0,0,0,2015-07-15,9
7,0,0,0,2015-07-16,13
7,0,0,0,2015-07-17,23
7,0,0,0,2015-07-18,54
7,0,0,0,2015-07-19,17
7,0,0,0,2015-07-20,5
7,0,0,0,2015-07-21,16
7,0,0,0,2015-07-22,59
7,0,0,0,2015-07-23,34
7,0,0,0,2015-07-24,51
7,0,0,0,2015-07-25,55
7,0,0,0,2015-07-26,54
7,0,0,0,2015-07-27,57
7,0,0,0,2015-07-28,29
7,0,0,0,2015-07-29,41
7,0,0,0,2015-07-30,5
7,0,0,0,2015-07-31,22
7,0,0,0,2015-08-01,50
7,0,0,0,2015-08-02,40
7,0,0,0,2015-08-03,57
7,0,0,0,2015-08-04,39
7,0,0,0,2015-08-05,29
7,5773,707,0,2015-08-06,53
7,0,0,0,2015-08-07,52
7,0,0,0,2015-08-08,28
7,0,0,0,2015-08-09,20
7,0,0,0,2015-08-10,59
7,0,0,0,2015-08-11,27
7,0,0,0,2015-08-12,59
7,0,0,0,2015-08-13,43
7,0,0,0,2015-08-14,23
7,0,0,0,2015-08-15,45
7,0,0,0,2015-08-16,45
7,0,0,0,2015-08-17,32
7,0,0,0,2015-08-18,53
7,0,0,0,2015-08-19,32
7,0,0,0,2015-08-20,42
7,0,0,0,2015-08-21,9
7,0,0,0,2015-08-22,20
7,0,0,0,2015-08-23,8
7,0,0,0,2015-08-24,16
7,0,0,0,2015-08-25,17
7,0,0,0,2015-08-26,55
7,0,0,0,2015-08-27,23
7,0,0,0,2015-08-28,29
7,0,0,0,2015-08-29,55
7,0,0,0,2015-08-30,40
7,0,0,0,2015-08-31,10
7,0,0,0,2015-09-01,43
7,0,0,0,2015-09-02,14
7,0,0,0,2015-09-03,16
7,0,0,0,2015-09-04,15
7,0,0,0,2015-09-05,5
7,0,0,0,2015-09-06,22
7,0,0,0,2015-09-07,38
7,0,0,0,2015-09-08,46
7,0,0,0,2015-09-09,38
7,0,0,0,2015-09-10,54
7,0,0,0,2015-09-11,17
7,0,0,0,2015-09-12,22
7,0,0,0,2015-09-13,19
7,0,0,0,2015-09-14,42
7,0,0,0,2015-09-15,42
7,0,0,0,2015-09-16,54
7,0,0,0,2015-09-17,47
7,0,0,0,2015-09-18,33
7,0,0,0,2015-09-19,17
7,0,0,0,2015-09-20,36
7,0,0,0,2015-09-21,18
7,0,0,0,2015-09-22,46
7,0,0,0,2015-09-23,23
7,0,0,0,2015-09-24,42
7,0,0,0,2015-09-25,46
7,0,0,0,2015-09-26,21
7,0,0,0,2015-09-27,7
7,0,0,0,2015-09-28,8
7,0,0,0,2015-09-29,41
7,0,0,0,2015-09-30,35
7,0,0,0,2015-10-01,6
7,0,0,0,2015-10-02,29
7,0,0,0,2015-10-03,37
7,0,0,0,2015-10-04,36
7,0,0,0,2015-10-05,8
7,0,0,0,2015-10-06,27
7,0,0,0,2015-10-07,29
7,0,0,0,2015-10-08,52
7,0,0,0,2015-10-09,55
7,0,0,0,2015-10-10,15
7,0,0,0,2015-10-11,8
7,0,0,0,2015-10-12,27
7,0,0,0,2015-10-13,6
7,0,0,0,2015-10-14,34
7,0,0,0,2015-10-15,52
7,0,0,0,2015-10-16,41
7,0,0,0,2015-10-17,24
7,0,0,0,2015-10-18,58
7,0,0,0,2015-10-19,40
7,0,0,0,2015-10-20,12
7,0,0,0,2015-10-21,9
7,0,0,0,2015-10-22,20
7,0,0,0,2015-10-23,55
7,0,0,0,2015-10-24,31
7,0,0,0,2015-10-25,41
7,0,0,0,2015-10-26,17
7,0,0,0,2015-10-27,40
7,0,0,0,2015-10-28,28
7,0,0,0,2015-10-29,44
7,0,0,0,2015-10-30,16
7,0,0,0,2015-10-31,15
7,3742,354,0,2015-11-01,17
7,0,0,0,2015-11-02,11
7,0,0,0,2015-11-03,20
7,0,0,0,2015-11-04,38
7,0,0,0,2015-11-05,33
7,0,0,0,2015-11-06,48
7,0,0,0,2015-11-07,18
7,0,0,0,2015-11-08,15
7,0,0,0,2015-11-09,34
7,0,0,0,2015-11-10,9
7,0,0,0,2015-11-11,58
7,0,0,0,2015-11-12,19
7,0,0,0,2015-11-13,18
7,0,0,0,2015-11-14,28
7,0,0,0,2015-11-15,17
7,0,0,0,2015-11-16,23
7,0,0,0,2015-11-17,41
7,0,0,0,2015-11-18,59
7,0,0,0,2015-11-19,40
7,0,0,0,2015-11-20,19
7,0,0,0,2015-11-21,6
7,0,0,0,2015-11-22,38
7,0,0,0,2015-11-23,26
7,0,0,0,2015-11-24,12
7,0,0,0,2015-11-25,36
7,0,0,0,2015-11-26,50
7,0,0,0,2015-11-27,29
7,0,0,0,2015-11-28,13
7,0,0,0,2015-11-29,39
7,0,0,0,2015-11-30,40
7,0,0,0,2015-12-01,56
7,0,0,0,2015-12-02,18
7,0,0,0,2015-12-03,15
7,0,0,0,2015-12-04,51
7,0,0,0,2015-12-05,30
7,0,0,0,2015-12-06,5
7,0,0,0,2015-12-07,19
7,0,0,0,2015-12-08,51
7,0,0,0,2015-12-09,24
7,0,0,0,2015-12-10,48
7,0,0,0,2015-12-11,16
7,0,0,0,2015-12-12,36
7,0,0,0,2015-12-13,55
7,0,0,0,2015-12-14,50
7,0,0,0,2015-12-15,28
7,0,0,0,2015-12-16,18
7,0,0,0,2015-12-17,18
7,0,0,0,2015-12-18,48
7,0,0,0,2015-12-19,31
7,0,0,0,2015-12-20,27
7,15998,2857,0,2015-12-21,38
7,0,0,0,2015-12-22,22
7,0,0,0,2015-12-23,53
7,32547,4783,0,2015-12-24,41
7,0,0,0,2015-12-25,6
7,0,0,0,2015-12-26,6
7,0,0,0,2015-12-27,30
7,0,0,0,2015-12-28,44
7,0,0,0,2015-12-29,14
7,0,0,0,2015-12-30,44
7,0,0,0,2015-12-31,34
7,0,0,0,2016-01-01,22
7,0,0,0,2016-01-02,28
7,0,0,0,2016-01-03,16
7,0,0,0,2016-01-04,15
7,7750,1608,0,2016-01-05,17
7,0,0,0,2016-01-06,58
7,0,0,0,2016-01-07,23
7,0,0,0,2016-01-08,7
7,0,0,0,2016-01-09,21
7,0,0,0,2016-01-10,37
7,0,0,0,2016-01-11,5
7,0,0,0,2016-01-12,44
7,0,0,0,2016-01-13,55
7,0,0,0,2016-01-14,58
7,0,0,0,2016-01-15,18
7,0,0,0,2016-01-16,41
7,0,0,0,2016-01-17,30
7,0,0,0,2016-01-18,55
7,0,0,0,2016-01-19,11
7,0,0,0,2016-01-20,48
7,0,0,0,2016-01-21,20
7,0,0,0,2016-01-22,11
7,0,0,0,2016-01-23,39
7,0,0,0,2016-01-24,57
7,0,0,0,2016-01-25,14
7,0,0,0,2016-01-26,18
7,0,0,0,2016-01-27,33
7,0,0,0,2016-01-28,12
7,0,0,0,2016-01-29,39
7,4865,517,0,2016-01-30,23
7,0,0,0,2016-01-31,32
7,0,0,0,2016-02-01,55
7,0,0,0,2016-02-02,25
7,0,0,0,2016-02-03,48
7,0,0,0,2016-02-04,12
7,0,0,0,2016-02-05,32
7,0,0,0,2016-02-06,31
7,0,0,0,2016-02-07,31
7,0,0,0,2016-02-08,27
7,0,0,0,2016-02-09,58
7,3159,250,0,2016-02-10,45
7,0,0,0,2016-02-11,6
7,0,0,0,2016-02-12,44
7,0,0,0,2016-02-13,29
7,0,0,0,2016-02-14,11
7,0,0,0,2016-02-15,19
7,0,0,0,2016-02-16,49
7,0,0,0,2016-02-17,6
7,0,0,0,2016-02-18,45
7,0,0,0,2016-02-19,8
7,0,0,0,2016-02-20,8
7,0,0,0,2016-02-21,15
7,0,0,0,2016-02-22,7
7,0,0,0,2016-02-23,22
7,0,0,0,2016-02-24,12
7,0,0,0,2016-02-25,34
7,0,0,0,2016-02-26,22
7,0,0,0,2016-02-27,43
7,0,0,0,2016-02-28,28
7,0,0,0,2016-02-29,16
7,0,0,0,2016-03-01,48
7,0,0,0,2016-03-02,10
7,0,0,0,2016-03-03,45
7,0,0,0,2016-03-04,15
7,0,0,0,2016-03-05,37
7,7988,1509,0,2016-03-06,58
7,0,0,0,2016-03-07,12
7,0,0,0,2016-03-08,17
7,0,0,0,2016-03-09,28
7,0,0,0,2016-03-10,22
7,0,0,0,2016-03-11,55
7,0,0,0,2016-03-12,20
7,0,0,0,2016-03-13,42
7,0,0,0,2016-03-14,9
7,0,0,0,2016-03-15,7
7,0,0,0,2016-03-16,16
7,0,0,0,2016-03-17,43
7,0,0,0,2016-03-18,56
7,0,0,0,2016-03-19,31
7,0,0,0,2016-03-20,29
7,0,0,0,2016-03-21,46
7,0,0,0,2016-03-22,38
7,0,0,0,2016-03-23,31
7,9788,1993,0,2016-03-24,26
7,0,0,0,2016-03-25,43
7,0,0,0,2016-03-26,23
7,0,0,0,2016-03-27,39
7,0,0,0,2016-03-28,23
7,0,0,0,2016-03-29,22
7,0,0,0,2016-03-30,19
7,0,0,0,2016-03-31,40
7,0,0,0,2016-04-01,55
7,0,0,0,2016-04-02,21
7,0,0,0,2016-04-03,55
7,0,0,0,2016-04-04,37
7,0,0,0,2016-04-05,44
7,0,0,0,2016-04-06,7
7,0,0,0,2016-04-07,58
7,0,0,0,2016-04-08,18
7,0,0,0,2016-04-09,52
7,0,0,0,2016-04-10,57
7,0,0,0,2016-04-11,40
7,0,0,0,2016-04-12,40
7,0,0,0,2016-04-13,17
7,0,0,0,2016-04-14,50
7,0,0,0,2016-04-15,6
7,0,0,0,2016-04-16,21
7,0,0,0,2016-04-17,48
7,0,0,0,2016-04-18,40
7,0,0,0,2016-04-19,24
7,0,0,0,2016-04-20,37
7,0,0,0,2016-04-21,48
7,0,0,0,2016-04-22,32
7,0,0,0,2016-04-23,18
7,0,0,0,2016-04-24,37
7,0,0,0,2016-04-25,42
7,0,0,0,2016-04-26,19
7,0,0,0,2016-04-27,33
7,0,0,0,2016-04-28,35
7,0,0,0,2016-04-29,5
7,0,0,0,2016-04-30,21
7,0,0,0,2016-05-01,24
7,0,0,0,2016-05-02,44
7,0,0,0,2016-05-03,37
7,0,0,0,2016-05-04,38
7,0,0,0,2016-05-05,34
7,0,0,0,2016-05-06,9
7,0,0,0,2016-05-07,59
7,0,0,0,2016-05-08,57
7,0,0,0,2016-05-09,40
7,0,0,0,2016-05-10,15
7,0,0,0,2016-05-11,31
7,0,0,0,2016-05-12,38
7,0,0,0,2016-05-13,31
7,0,0,0,2016-05-14,46
7,0,0,0,2016-05-15,27
7,0,0,0,2016-05-16,15
7,0,0,0,2016-05-17,45
7,0,0,0,2016-05-18,51
7,0,0,0,2016-05-19,46
7,0,0,0,2016-05-20,29
7,0,0,0,2016-05-21,7
7,0,0,0,2016-05-22,7
7,0,0,0,2016-05-23,57
7,0,0,0,2016-05-24,11
7,0,0,0,2016-05-25,5
7,0,0,0,2016-05-26,14
7,0,0,0,2016-05-27,51
7,0,0,0,2016-05-28,35
7,0,0,0,2016-05-29,6
7,0,0,0,2016-05-30,48
7,0,0,0,2016-05-31,40
7,0,0,0,2016-06-01,34
7,16014,2426,0,2016-06-02,51
7,0,0,0,2016-06-03,32
7,0,0,0,2016-06-04,11
7,0,0,0,2016-06-05,53
7,0,0,0,2016-06-06,15
7,0,0,0,2016-06-07,14
7,0,0,0,2016-06-08,47
7,0,0,0,2016-06-09,25
7,0,0,0,2016-06-10,6
7,0,0,0,2016-06-11,45
7,2143,280,0,2016-06-12,48
7,0,0,0,2016-06-13,33
7,0,0,0,2016-06-14,25
7,0,0,0,2016-06-15,6
7,0,0,0,2016-06-16,56
7,0,0,0,2016-06-17,57
7,0,0,0,2016-06-18,21
7,0,0,0,2016-06-19,8
7,0,0,0,2016-06-20,40
7,0,0,0,2016-06-21,45
7,0,0,0,2016-06-22,24
7,0,0,0,2016-06-23,29
7,0,0,0,2016-06-24,32
7,0,0,0,2016-06-25,55
7,0,0,0,2016-06-26,50
7,0,0,0,2016-06-27,58
7,0,0,0,2016-06-28,12
7,0,0,0,2016-06-29,47
7,0,0,0,2016-06-30,39
7,0,0,0,2016-07-01,26
7,7455,930,0,2016-07-02,42
7,0,0,0,2016-07-03,41
7,0,0,0,2016-07-04,21
7,0,0,0,2016-07-05,32
7,0,0,0,2016-07-06,51
7,0,0,0,2016-07-07,48
7,0,0,0,2016-07-08,7
7,0,0,0,2016-07-09,16
7,0,0,0,2016-07-10,24
7,0,0,0,2016-07-11,6
